"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"P29992;O95837;P19086;Q03113",2.34218767313606,23.7393607524253,3.11290021807567,0.0229429597360777,0.522508492983238,-3.3574359827563
"Q15642",0.905395817765918,21.2723292476612,3.09977568918405,0.0233118389964301,0.522508492983238,-3.37410692822772
"P31939",1.02947920492333,21.6573856840819,3.08829108640555,0.0236399958234869,0.522508492983238,-3.38871409903211
"Q9Y266",1.13702268559232,21.4730314081089,3.07451154101979,0.0240404633567449,0.522508492983238,-3.40626375464341
"Q9Y6E0",-0.647765447931267,24.1857084253538,-3.04719084321871,0.0248567483916795,0.522508492983238,-3.44113462982432
"P10412",-0.480602510130439,21.1312653735905,-3.04576116770045,0.0249002962553956,0.522508492983238,-3.44296212837338
"O95164",-0.861083676421359,21.2408615685153,-3.04001899493804,0.0250760501521263,0.522508492983238,-3.45030483533405
"P02792",0.755161921854967,20.9800104482605,3.03626090074191,0.0251918148487379,0.522508492983238,-3.45511277970557
"P62851",0.940446520253516,25.3424041166409,3.01505282382594,0.0258562259899402,0.522508492983238,-3.48228000603297
"Q9H773",0.748605679352039,21.4585015914618,3.01417886694812,0.0258840156554202,0.522508492983238,-3.4834007822236
"P55268",-1.91689629784513,22.0846171218434,-2.96056177223317,0.0276532922577226,0.522508492983238,-3.5523460028219
"Q96A65",-1.12289184952568,21.0575910518177,-2.94306332933781,0.0282590960323026,0.522508492983238,-3.57492457704054
"O00303",1.49409185471777,21.6953359729682,2.91185754078304,0.0293758505753361,0.522508492983238,-3.61528214673014
"O60664",-0.882783263241812,22.6167062520573,-2.90372262273717,0.0296748475742653,0.522508492983238,-3.62582188082919
"P03956",-0.594545038033651,21.2302769354248,-2.88025451446626,0.0305562162552272,0.522508492983238,-3.65627087711484
"P43490",-1.88584689462355,21.5293115379652,-2.86808445273605,0.0310245040424132,0.522508492983238,-3.67208604975634
"Q15417",1.02703313125781,21.3165339429713,2.86219030014837,0.0312541148248467,0.522508492983238,-3.67975162987398
"P62993",0.966187617833558,20.9330718280864,2.85715408379267,0.0314517738598475,0.522508492983238,-3.68630452846152
"P52292",0.843473980127033,21.1471083443403,2.80607898038926,0.0335351754022652,0.522508492983238,-3.75291880784435
"P08195",0.731308013044448,25.1878656315728,2.79017225554229,0.0342143590923809,0.522508492983238,-3.77372199406075
"P62249",-0.534634385042057,21.0332450743526,-2.78501691125484,0.0344376804536668,0.522508492983238,-3.78046990763357
"Q9UBC9",-1.55615234295373,22.2789137498058,-2.78176434565357,0.0345793915349404,0.522508492983238,-3.78472864728851
"Q8WWI5",0.833467831866994,21.0229098567304,2.76829171072446,0.0351731675484,0.522508492983238,-3.80238046681651
"O00232",1.49335263801538,21.9196800672695,2.76704712085362,0.0352285764595018,0.522508492983238,-3.8040120494823
"Q9BUP3",-0.912400230982435,20.9969413133538,-2.7642227773147,0.0353546677398329,0.522508492983238,-3.80771516913929
"P46779",-1.32730257255335,22.1061033395675,-2.75781338714708,0.0356426334615602,0.522508492983238,-3.81612174433212
"Q9NZD2",2.33684632165625,21.9282548868466,2.75566726008323,0.0357396245539573,0.522508492983238,-3.81893751968878
"Q08722",-3.14801388336497,23.8977886390799,-2.74495545605476,0.0362280315974,0.522508492983238,-3.83299844247939
"P02795;P13640;P80294;P04731",-1.07993716604765,20.8935934989251,-2.74008910586286,0.0364523022132263,0.522508492983238,-3.83938997495166
"P26368",0.849098079818567,20.968531352076,2.71101981895699,0.0378237381279347,0.522508492983238,-3.87761685046073
"Q13501",-0.713542032588567,21.2038988272995,-2.67182420633535,0.0397620950519745,0.522508492983238,-3.92928227748611
"P11166",1.55200371587296,21.2943812019693,2.64685306715618,0.0410528302150979,0.522508492983238,-3.96226705077887
"P48059",-1.2329625177218,21.3753607596202,-2.64427477812464,0.041188653870819,0.522508492983238,-3.96567569404136
"Q14103",0.570622130720949,25.4648375560317,2.63968785021372,0.0414314921753154,0.522508492983238,-3.97174120209712
"P13928",3.3783224144449,23.7914959610516,2.63907323662944,0.0414641478280715,0.522508492983238,-3.97255406299315
"Q5VT79",0.806267702227981,21.467557004359,2.62408213132272,0.0422693116393624,0.522508492983238,-3.99238992874582
"P20339",0.619820466672845,20.7363109118684,2.60024763636638,0.0435843382905815,0.522508492983238,-4.02396284111531
"P63261",-0.796479790913516,27.8854540986411,-2.59563219686363,0.0438440407338027,0.522508492983238,-4.03008168583629
"P55786;A6NEC2",0.659129704346309,25.608258734822,2.59026171061896,0.0441483255877689,0.522508492983238,-4.03720346728659
